%Beach characteristics derived from lidar surveys, compiled by USGS PCMSC on 20210120_1525
%iso_lon    %iso_lat    %sl_lon    %sl_lat    %dom_runup    %slope    %95_up  %95_low    %dhigh    %dlow    %esi    %runup_usefrac    %month    %year
   235.827     41.0479    235.84721     41.05506     2      2.91333          NaN          NaN        11.72         0.00 1A 0.67     4  2016
   235.829     41.0432    235.84731     41.05264     2      1.75546          NaN          NaN        21.31        -0.00 1A 0.69     4  2016
   235.831     41.0387    235.84872     41.05154     2      1.86981          NaN          NaN        46.74        -0.00 1A 0.67     4  2016
   235.835     41.0295    235.87120     41.05101     0      0.13151      0.20294      0.06007        16.42         3.15  5 1.00     4  2016
   235.837     41.0247    235.87947     41.04132     0      0.04416      0.12932      0.00000        23.43         2.33  4 0.95     4  2016
   235.837     41.0197    235.88592     41.03155     1      0.91547      0.99238      0.83856         4.68         0.75 1A 0.73     4  2016
   235.837     41.0147    235.88591     41.02222     0      0.02901      0.03449      0.02352         4.56         2.74 3A 1.00     4  2016
   235.837     41.0097    235.88496     41.01463     0      0.02494      0.03548      0.01440         4.13         2.94 3A 1.00     4  2016
   235.838     41.0047    235.88369     41.00741     0      0.01821      0.02639      0.01002         4.93         4.43 3A 1.00     4  2016
   235.837     40.9997    235.88237     41.00046     0      0.02127      0.02809      0.01445         4.72         2.77 3A 1.00     4  2016
   235.838     40.9947    235.88131     40.99423     0      0.03304      0.04901      0.01707         3.79         1.48 3A 1.00     4  2016
   235.840     40.9901    235.87976     40.98820     0      0.01489      0.05583      0.00000         5.29         3.13 3A 1.00     4  2016
   235.842     40.9855    235.87839     40.98185     0      0.04962      0.11662      0.00000         4.09         3.68 3A 1.00     4  2016
   235.842     40.9805    235.87912     40.97537     0      0.00967      0.01530      0.00405        29.61         3.68 6B 1.00     4  2016
   235.840     40.9757    235.88062     40.97061     0      0.07255      0.10524      0.03985        30.57         5.58 3A 0.97     4  2016
   235.839     40.9710    235.87566     40.96581     0      0.10382      0.25388      0.00000         3.06         1.47 3A 1.00     4  2016
   235.839     40.9660    235.87271     40.95898     0      0.04861      0.13647      0.00000         2.73         0.72 3A 1.00     4  2016
   235.840     40.9610    235.87092     40.95276     0      0.03528      0.06781      0.00276         4.80         1.01 3A 1.00     4  2016
   235.841     40.9560    235.87047     40.95104     0      0.03968      0.05604      0.02331         4.93         3.10 3A 1.00     4  2016
   235.841     40.9511    235.86904     40.94672     0      0.03463      0.04125      0.02800         4.49         2.94 3A 1.00     4  2016
   235.842     40.9461    235.86757     40.94138     0      0.04829      0.06861      0.02797         4.68         1.07 3A 1.00     4  2016
   235.842     40.9411    235.86628     40.93698     0      0.05760      0.07065      0.04454         7.97         3.13 3A 1.00     4  2016
   235.842     40.9360    235.86458     40.93172     0      0.06588      0.07618      0.05558         7.97         3.62 3A 1.00     4  2016
   235.841     40.9311    235.86277     40.92646     0      0.07101      0.14785      0.00000         7.99         2.65 3A 1.00     4  2016
   235.840     40.9262    235.86103     40.92129     0      0.07437      0.08236      0.06638         7.49         2.90 3A 1.00     4  2016
   235.838     40.9214    235.85922     40.91698     0      0.05656      0.07505      0.03806         7.36         3.68 3A 1.00     4  2016
   235.837     40.9167    235.85721     40.91183     0      0.05168      0.05667      0.04669         9.41         3.38 3A 1.00     4  2016
   235.835     40.9120    235.85506     40.90663     0      0.04784      0.06738      0.02829         9.51         3.49 3A 1.00     4  2016
   235.833     40.9072    235.85353     40.90232     0      0.07712      0.12316      0.03108         6.24         2.71 3A 1.00     4  2016
   235.831     40.9027    235.85118     40.89715     0      0.06887      0.11180      0.02594         9.84         2.68 3A 1.00     4  2016
   235.829     40.8980    235.84936     40.89291     0      0.07683      0.10466      0.04900         5.44         2.74 3A 1.00     4  2016
   235.827     40.8934    235.84669     40.88789     0      0.05777      0.06897      0.04657         5.95         3.74 3A 1.00     4  2016
   235.825     40.8888    235.84435     40.88284     0      0.04886      0.11514      0.00000         5.40         0.83 3A 1.00     4  2016
